id,nom,description,type,imageName,url,createdAt,updatedAt,date_publication
29b9bd6b-f873-4a71-a5fd-ca51dd5c6582,Multi-Agent Advantage Actor-Critic Learning For Message Content Selection in Cooperative Perception Networks,,brain,,https://doi.org/10.1109/noms56928.2023.10154436,2024-09-26 10:46:36,2024-09-26 10:46:36,2023-05-08
2e51a4d9-a2a2-422c-9772-292a5fba796d,Distribution network deployment for omnichannel retailing,,brain,,https://doi.org/10.1016/j.ejor.2020.04.016,2024-09-26 10:46:36,2024-09-26 10:46:36,2021-11-01
30ea707e-cd2c-45df-aa96-72b5b1216715,Behavior-Based Consumption Profiles for the Approximation of the Energy Consumption of Services,,brain,,https://doi.org/10.62036/isd.2022.6,2024-09-26 10:46:36,2024-09-26 10:46:36,2022-09-19
30f0cb51-a6b8-480a-9153-1b4a5d6f42a2,Méthodologie de conception de jumeau numérique pour supporter la conscience de la situation,,brain,,https://doi.org/10.60662/6sm3-5f44,2024-09-26 10:46:36,2024-09-26 10:46:36,2023-08-16
34e5a85f-fadb-46d0-9147-969ac53bfaf8,Federated Learning for Zero-Day Attack Detection in 5G and Beyond V2X Networks,,brain,,https://doi.org/10.1109/icc45041.2023.10279368,2024-09-26 10:46:36,2024-09-26 10:46:36,2023-05-28
352c3d9f-83d7-48b2-881c-7cea01b64160,Decision Support System for technology selection based on multi-criteria ranking: Application to NZEB refurbishment,,brain,,https://doi.org/10.1016/j.buildenv.2022.108786,2024-09-26 10:46:36,2024-09-26 10:46:36,2022-02-02
376e95db-6b46-432e-94d1-2bca3a63eb4d,Where to open maritime containers?: A decision model at the interface of maritime and urban logistics,,brain,,https://doi.org/10.1504/writr.2021.113482,2024-09-26 10:46:36,2024-09-26 10:46:36,2021-03-08
3909fe7c-1f6a-4c71-9c0c-0bed81d8d138,Experimental study of wheel-vehicle aerodynamic interactions,,brain,,https://doi.org/10.1016/j.jweia.2019.104062,2024-09-26 10:46:36,2024-09-26 10:46:36,2020-02-12
397c4ead-6f80-4b69-8712-bd276181903b,PRODEC-based task analysis for the design of semi- automated trains,,brain,,https://www.flextechchair.org/ewExternalFiles/Yang_PRODEC-based%20task%20analysis.pdf,2024-09-26 10:46:36,2024-09-26 10:46:36,2023-09-28
3aaa2af7-3e50-4cec-962c-efadbc15032d,"Wind profile disturbance isolation and attenuation through an UIO–LPV approach in PMSG‐based wind turbines,IET Control Theory & Applications",,brain,,https://doi.org/10.1049/iet-cta.2020.0167,2024-09-26 10:46:36,2024-09-26 10:46:36,2020-10-15
3b718952-0a08-4c53-b097-c4ee1a6186f6,An epistemological approach to human systems integration,,brain,,https://doi.org/10.1016/j.techsoc.2023.102298,2024-09-26 10:46:36,2024-09-26 10:46:36,2023-06-25
3c890d6b-4169-453c-8b1c-f236bef3acbe,Maximizing Information Usefulness in Vehicular CP Networks Using Actor-Critic Reinforcement Learning,,brain,,"https://doi.org/10.23919/cnsm55787.2022.9964740",2024-09-26 10:46:36,2024-09-26 10:46:36,2022-10-31
3ca7607f-97a8-4ac1-9dd7-4398eb2b4b54,SAP: A Secure Low-Latency Protocol for Mitigating High Computation Overhead in WI-FI Networks,,brain,,https://doi.org/10.1109/access.2023.3302529,2024-09-26 10:46:36,2024-09-26 10:46:36,2023-08-07
3da58ce9-8588-4445-bdde-835321944093,"Le chef d'entreprise, le droit pénal et la circulation routière",,brain,,https://shs.hal.science/halshs-04100829,2024-09-26 10:46:36,2024-09-26 10:46:36,2023-05-30
3f20b665-2443-4e1c-89b8-d5f38355baff,Uncertainty management in human systems integration of life-critical systems,,brain,,https://doi.org/10.1093/oxfordhb/9780197501061.013.17,2024-09-26 10:46:36,2024-09-26 10:46:36,2023-09-18
40d6ce17-6ad4-42d4-8faa-d1cf4d63e644,Influence of afterbody rounding on the pressure distribution over a fastback vehicle,,brain,,https://doi.org/10.1007/s00348-016-2120-1,2024-09-26 10:46:36,2024-09-26 10:46:36,2016-02-27
41b271ca-0f42-45ca-ae28-3b3c6141207e,Free-Floating Micro-mobility Smart Redistribution Using Spatio-temporal Demand Forecasting,null,custom,,https://doi.org/10.1109/vnc57357.2023.10136284,2023-12-13 15:25:22,2023-12-13 15:25:22,2023-04-26
4204ddb4-7b1e-4109-8527-1d09a6632291,Improving Low Power Listening (LPL) Mechanism to Save Energy Consumption in WSN,,brain,,https://doi.org/10.1109/sensors47125.2020.9278843,2024-09-26 10:46:36,2024-09-26 10:46:36,2020-10-25
44525265-35f6-4133-96cf-321b2f68524d,A handshake algorithm for scheduling communications in wireless sensor networks,,brain,,https://doi.org/10.1002/cpe.6038,2024-09-26 10:46:36,2024-09-26 10:46:36,2020-10-02
461c737a-de6b-4538-91e1-ce8f79617ca9,Effect of network modifications on a french metropolis transportation system by agent-based transport simulations.,,brain,,https://doi.org/10.1109/mt-its56129.2023.10241504,2024-09-26 10:46:36,2024-09-26 10:46:36,2023-06-14
46423554-3eaf-4055-b837-518a9531498d,Cybersecurity attacks on CAN bus based vehicles: a review and open challenges,,brain,,https://doi.org/10.1108/lht-01-2021-0013,2024-09-26 10:46:36,2024-09-26 10:46:36,2022-11-22
47594bc8-b6f2-4996-8a35-926dfd94e065,"Online Condition Monitoring of a Vacuum Process Based on Adaptive Notch Filters,European Workshop on Advanced Control and Diagnosis",,brain,,https://doi.org/10.1007/978-3-031-27540-1_6,2024-09-26 10:46:36,2024-09-26 10:46:36,2023-06-14
47fc5f12-2c30-48d8-af25-934b61c5428e,Cybersécurité dans le cadre des mobilités connectées,,brain,,https://www.librairiepassages.fr/livre/9782711038336-le-droit-des-mobilites-louis-de-fontenelle-sebastien-martin-collectif/,2024-09-26 10:46:36,2024-09-26 10:46:36,2024-01-24
4a22f377-2091-4955-981a-ba418f305140,A RAN Slicing Architecture for ITS-G5 Cooperative Intelligent Transport System,,brain,,"https://doi.org/10.1109/ccnc49033.2022.9700610",2024-09-26 10:46:36,2024-09-26 10:46:36,2022-01-08
4b6c1507-f893-4ebe-8a42-953f649e78a8,Development of a Transport Model Dedicated to an Agent-Based Simulation of Land Use,,brain,,https://doi.org/10.1007/978-981-19-3359-2_26,2024-09-26 10:46:36,2024-09-26 10:46:36,2022-08-23
4c1c38c4-0ee4-4c1c-8716-766d6b23b190,A Distributed Double Deep Q-Learning Method for Object Redundancy Mitigation in Vehicular Networks,,brain,,https://doi.org/10.1109/wcnc55385.2023.10118857,2024-09-26 10:46:36,2024-09-26 10:46:36,2023-03-26
4caca7cf-915b-43c9-a4ef-644002080e43,Classification of C-ITS services in vehicular environments,,brain,,https://hal.science/hal-03330673/document,2024-09-26 10:46:36,2024-09-26 10:46:36,2021-08-18
4e187124-d839-4934-b29b-84fc3df100f5,Contrail minimization through altitude diversions: A feasibility study leveraging global data,,brain,,https://doi.org/10.1016/j.trip.2023.100953,2024-09-26 10:46:36,2024-09-26 10:46:36,2023-11-03
4e4095da-70ba-4616-98a3-4b4ab6b6a332,A Lightweight Authentication Scheme for SDN-Based Architecture in IoT,,brain,,https://doi.org/10.1007/978-3-030-75078-7_34,2024-09-26 10:46:36,2024-09-26 10:46:36,2021-05-01
4e9c47f0-0c8a-4426-89ff-9936aab6653e,"Vehicle Platooning Systems: Review, Classification and Validation Strategies",,brain,,https://doi.org/10.2991/ijndc.k.200829.001,2024-09-26 10:46:36,2024-09-26 10:46:36,2020-09-04
4eb63d7a-43af-457a-902f-3bc5da2c7e1c,Lexicographic refinements in possibilistic decision trees and finite-horizon Markov decision processes,,brain,,https://doi.org/10.1016/j.fss.2018.02.006,2024-09-26 10:46:36,2024-09-26 10:46:36,2019-07-01
4fa7d79d-5951-4856-9e67-7af3fc21bff2,Which parts of their transport chain can carriers and shippers shift to decarbonized modes?,,brain,,https://theses.hal.science/tel-04232733,2024-09-26 10:46:36,2024-09-26 10:46:36,2023-10-09
54a2a332-2a41-4d0c-9ce1-b88ac013974b,Salient features of wheel-vehicle aerodynamic interactions: consequences for drag,,brain,,https://doi.org/10.1016/j.jweia.2023.105366,2024-09-26 10:46:36,2024-09-26 10:46:36,2023-03-11
591437d8-840a-40e8-b3ff-7bcbe1843b32,Representativeness of geometrical details during wind tunnel tests. Application to train aerodynamics in crosswind conditions,,brain,,"https://doi.org/10.1016/j.jweia.2018.01.040",2024-09-26 10:46:36,2024-09-26 10:46:36,2018-05-26
5d9d57ef-e22e-4353-a2b2-da7a7fbe43a8,Performance Analysis of Existing ITS Technologies: Evaluation and Coexistence,,brain,,https://doi.org/10.3390/s22249570,2024-09-26 10:46:36,2024-09-26 10:46:36,2022-12-07
5dccbfcb-a13f-48c4-bc48-98dd6839e674,Efficient Edge Server Placement under Latency and Load Balancing Constraints for Vehicular Networks,,brain,,https://doi.org/10.1109/globecom48099.2022.10000721,2024-09-26 10:46:36,2024-09-26 10:46:36,2022-12-04
5ed0fd68-25e4-4cbb-8f52-3fd468803667,Digital twin design requirements in downgraded situations management,,brain,,https://doi.org/10.1016/j.ifacol.2021.08.102,2024-09-26 10:46:36,2024-09-26 10:46:36,2021-01-01
608ef81d-a250-40cc-84f4-9e0e818d6566,MUST-B : un modèle LUTI multidisciplinaire au service de la complexité du phénomène urbain,,brain,,https://www.erudit.org/fr/revues/cjrs/2020-v43-n2-cjrs06519/1083293ar.pdf,2024-09-26 10:46:36,2024-09-26 10:46:36,2021-10-28
60d10193-7353-4997-8cf3-767d2d02106f,Key challenges for a large-scale development of battery electric vehicles: A comprehensive review.,,brain,,https://doi.org/10.1016/j.est.2021.103273,2024-09-26 10:46:36,2024-09-26 10:46:36,2021-11-02
616d2e56-cf17-4bbf-8486-4cf36525544e,Mechanics of bluff body drag reduction during transient near wake reversals,,brain,,https://doi.org/10.1017/jfm.2020.275,2024-09-26 10:46:36,2024-09-26 10:46:36,2020-07-10
6374cb6e-fe8e-4753-af39-14cdea16b745,On the use of kinetic energy balance for the volumetric identification of drag sources of a blunt body. Application to road vehicles.,,brain,,https://doi.org/10.1016/j.ijheatfluidflow.2022.108977,2024-09-26 10:46:36,2024-09-26 10:46:36,2022-06-04
64afa7cc-276b-4cb8-a4b0-9f25c7a3452c,The two-echelon stochastic multi-period capacitated location-routing problem,,brain,,https://inria.hal.science/hal-02987266/document,2024-09-26 10:46:36,2024-09-26 10:46:36,2023-03-22
68b9b485-67bb-4179-addf-45796edfcda3,Optimized Intelligent Driver Model for a Fluid Traffic Flow and Accidents Avoidance,,brain,,https://doi.org/10.1109/vtc2023-spring57618.2023.10199384,2024-09-26 10:46:36,2024-09-26 10:46:36,2023-06-20
6a0880d3-7f71-477d-87b7-e21c53a3c078,Les nouvelles mobilités urbaines,,brain,,https://univ-pau.hal.science/hal-02513362,2024-09-26 10:46:36,2024-09-26 10:46:36,2020-03-20
6b24de4f-61e0-4586-b30b-a223f9d136a1,Model-Based Human Systems Integration. In Model-Based Systems Engineering,,brain,,https://www.flextechchair.org/ewExternalFiles/MBHSI%20chapter%202022%20GAB.pdf,2024-09-26 10:46:36,2024-09-26 10:46:36,2022-04-01
6d166229-bc8e-4eb8-b3fa-8265237ce15f,A Messaging Strategy based on ITS-G5 for a Bus Blockage Emergency at a Level Crossing,,brain,,https://doi.org/10.23919/wmnc56391.2022.9954293,2024-09-26 10:46:36,2024-09-26 10:46:36,2022-10-17
6df10b86-c191-42d9-a819-9a5b507829dc,A simplified thermal model for a lithium-ion battery pack with phase change material thermal management system,,brain,,https://doi.org/10.1016/j.est.2021.103377,2024-09-26 10:46:36,2024-09-26 10:46:36,2021-12-05
71221234-3b8d-4b88-b979-b72a71e735f2,Occupant Behavior Prediction and Real-Time Correction-based Smart Building Energy Optimization,,brain,,https://doi.org/10.1109/globecom42002.2020.9348056,2024-09-26 10:46:36,2024-09-26 10:46:36,2021-02-15
73c85054-a6a6-40e2-a19b-5a59b8284d62,Human Systems Integration: A Primer,,brain,,https://www.flextechchair.org/ewExternalFiles/HSI%20Primer%20Vol.%201%20v4.pdf,2024-09-26 10:46:36,2024-09-26 10:46:36,2023-09-01
73cf7508-f1e5-4d65-9cde-7a2e6114a12a,Améliorer la décision collaborative grâce à un jumeau numérique du système sociotechnique,,brain,,https://hal.science/hal-04189413/document,2024-09-26 10:46:36,2024-09-26 10:46:36,2023-10-28
75b7fcb6-4fd5-4694-9e29-e3553d0fe365,Lexicographic refinements in possibilistic decision trees,,brain,,https://doi.org/10.1016/j.fss.2018.02.006,2024-09-26 10:46:36,2024-09-26 10:46:36,2017-02-08
763ccab6-1fd5-422c-b036-1b89d4f307fe,Carbon emission-compliance green location-inventory problem with demand and carbon price uncertainties,,brain,,https://doi.org/10.1016/j.tre.2020.102038,2024-09-26 10:46:36,2024-09-26 10:46:36,2020-08-21
7819a316-a3d6-4b45-8fc4-06f4a61c1413,Accurate numerical modeling of convective heat transfer coefficient for a high power PLA-core toroidal electromagnetic coupler subject to cooling,,brain,,https://doi.org/10.1016/j.ijthermalsci.2021.107125,2024-09-26 10:46:36,2024-09-26 10:46:36,2021-07-06
7d4be208-21cc-4a4b-9eee-5d657220e1a9,Challenges of today for Na-based batteries of the future: from materials to cell metrics,,brain,,https://hal.science/hal-02944545/document,2024-09-26 10:46:36,2024-09-26 10:46:36,2021-01-10
7ff7fb80-bb2d-42c9-80d1-20e391de8b36,Road networks: A new filtering approach to extract backbones using community structure,,brain,,https://doi.org/10.21203/rs.3.rs-2603145/v1,2024-09-26 10:46:36,2024-09-26 10:46:36,2023-02-21
7ffde9db-d958-4942-9d79-86119ef41878,Road-Side Unit Anomaly Detection,,brain,,https://doi.org/10.3390/vehicles5040080,2024-09-26 10:46:36,2024-09-26 10:46:36,2023-10-20
80926494-5b5f-4547-a28e-533f19ed2641,Deep reinforcement learning techniques for vehicular networks: recent advances and future trends towards 6G,,brain,,https://hal.science/hal-03326474v1/file/Deep_Reinforcement_Learning_for_Vehicular_Network_Communications.pdf,2024-09-26 10:46:36,2024-09-26 10:46:36,2021-08-26
80b2bf52-9805-49d1-a59b-a39ab8f12272,Hybrid routing for safety data with intermittent V2I connectivity,,brain,,https://doi.org/10.1016/j.vehcom.2022.100519,2024-09-26 10:46:36,2024-09-26 10:46:36,2022-09-06
81c4734f-ca18-4812-99be-a45e2c3e0b6a,Distributionally Robust Hydrogen Optimization With Ensured Security and Multi-Energy Couplings,,brain,,https://doi.org/10.1109/tpwrs.2020.3005991,2024-09-26 10:46:36,2024-09-26 10:46:36,2021-01-01
84333aff-66b8-4c85-a8e3-2049e1bee4de,Keynote Speaker 2: Cybersecurity of connected Vehicules,,brain,,https://doi.org/10.1109/sin56466.2022.9970491,2024-09-26 10:46:36,2024-09-26 10:46:36,2022-11-11
8670988c-1cf4-47d0-9eab-5e6a6e2fd6d9,Identifying the market areas of port-centric logistics and hinterland intermodal transportation,,brain,,https://hal.science/hal-03490295v1/file/S0377221720301338.pdf,2024-09-26 10:46:36,2024-09-26 10:46:36,2022-08-22
87cd07df-5c35-400a-9422-7dadb5317733,Favoriser le report modal par le management de la mobilité,,brain,,https://www.theses.fr/2022ENTP0001,2024-09-26 10:46:36,2024-09-26 10:46:36,
87ef7384-03da-4d2e-a3dc-28a24cb76468,An energy saving approach: Understanding microservices as multidimensional entities in p2p network,,brain,,https://doi.org/10.1145/3412841.3441888,2024-09-26 10:46:36,2024-09-26 10:46:36,2021-04-22
8826d963-372f-49c1-818b-5fa5a8d46564,Design of a digital twin for an industrial vacuum process: A predictive maintenance approach,,brain,,https://doi.org/10.3390/machines10080686,2024-09-26 10:46:36,2024-09-26 10:46:36,2022-08-12
894ac1bb-9ef1-4fff-ac3a-5684cdc44d04,Le droit des mobilités,,brain,,https://www.librairiepassages.fr/livre/9782711038336-le-droit-des-mobilites-louis-de-fontenelle-collectif/,2024-09-26 10:46:36,2024-09-26 10:46:36,2024-01-24
8c5d1066-6730-4956-8d77-f67d0acae62c,GCC countries strategic options in a global transition to zero-net emissions,,brain,,https://www.researchgate.net/publication/360531046_GCC_countries_strategic_options_in_a_global_transition_to_zero-net_emissions,2024-09-26 10:46:36,2024-09-26 10:46:36,2023-06-03
8db67f61-165e-4c55-8bc6-a3f3901d235e,Non-Orthogonal Multiple Access for Offloading in Multi-Access Edge Computing: A Survey,,brain,,https://doi.org/10.1109/access.2023.3326846,2024-09-26 10:46:36,2024-09-26 10:46:36,2023-10-23
8e71d83d-b707-4d6b-a744-35a4ae059f41,RADIANCE: A tool for software behavior design and energy consumption categorization,,brain,,http://inforsid.fr/actes/2023/INFORSID_2023_p43-48.pdf,2024-09-26 10:46:36,2024-09-26 10:46:36,2024-06-26
8ed64ae4-5a2e-47c8-981b-f2b3970fca17,Comparisons of Different Propulsion Topologies of Service Ships for Islands,,brain,,https://doi.org/10.1051/e3sconf/202343302006,2024-09-26 10:46:36,2024-09-26 10:46:36,2023-10-09
91220565-952e-4e16-b1a3-18e837b1113a,Solving Vehicle Routing Problems With Intermediate Stops Using VRPSolver Models,,brain,,https://hal.science/hal-03899372v1/file/main-clear.pdf,2024-09-26 10:46:36,2024-09-26 10:46:36,2022-12-14
927f7577-1348-4a4a-a888-354c8a164a51,A Tacholess Order Analysis Method for PMSG Mechanical Fault Detection with Varying Speeds,,brain,,https://doi.org/10.3390/electronics10040418,2024-09-26 10:46:36,2024-09-26 10:46:36,2021-02-09
930b7c5e-217d-4cee-bec2-cc67e799d3fb,Inventory Availability Commitment under Uncertainty in a Dropshipping Supply Chain,,brain,,https://doi.org/10.1016/j.ejor.2022.02.007,2024-09-26 10:46:36,2024-09-26 10:46:36,2022-02-15
93909e90-33f0-4b3d-8c91-fdd8c2a39ff4,Context-aware routing framework for duty-cycled wireless sensor networks,,brain,,https://doi.org/10.1002/cpe.5958,2024-09-26 10:46:36,2024-09-26 10:46:36,2020-08-18
93bc1522-ae16-4e8c-b177-749186b86217,Hybrid Vehicular Access Protocol and Message Prioritization for Real-Time Safety Messaging,,brain,,https://doi.org/10.2139/ssrn.4913341,2025-07-10 08:18:35,2025-07-10 08:18:35,2024-08-01
93db160f-95fe-4b84-8bef-dc9061e4c8f6,Assessing electric mobility and renewable energy synergy in a small New Caledonia Island community,,brain,,https://doi.org/10.1080/15435075.2023.2220052,2024-09-26 10:46:36,2024-09-26 10:46:36,2024-03-15
94720ca1-33d1-4862-b982-da642be1bd17,Green Edge Servers Placement for Intelligent Transport Systems,,brain,,"https://doi.org/10.1109/nof55974.2022.9942580",2024-09-26 10:46:36,2024-09-26 10:46:36,2022-10-05
94acced0-9bdb-4740-9921-ba5afcfdc5ea,Unsteady Coanda effect and drag reduction of a turbulent wake,,brain,,https://www.cambridge.org/core/journals/journal-of-fluid-mechanics/article/abs/unsteady-coanda-effect-and-drag-reduction-for-a-turbulent-wake/E7E9DA5E7B8AB9D89D45F3E514824214,2024-09-26 10:46:36,2024-09-26 10:46:36,2020-09-25
95222813-1120-5d7b-ada8-1d1c3c06fdfb,Distribution géographique de données dans l’Internet des Véhicules: une approche logicielle et sécurisée utilisant les réseaux cellulaires,,brain,,https://theses.hal.science/tel-02985383/document,2024-09-26 10:46:36,2024-09-26 10:46:36,2020-11-02
952fabfa-c0b9-496b-affe-0e9193a1ac76,Towards general Internet of Vehicles networking: Routing protocols survey,,brain,,https://doi.org/10.1002/cpe.5994,2024-09-26 10:46:36,2024-09-26 10:46:36,2020-09-21
98a69758-2996-4018-8a5b-4ebfd0f98d41,First and Last Miles by Cargo Bikes: Ecological Commitment or Economically Feasible? The Case of a Parcel Service Company in Paris,,brain,,https://doi.org/10.1177/03611981221086632,2024-09-26 10:46:36,2024-09-26 10:46:36,2022-09-10
99bb8aa0-d830-4e3c-ab84-bde6767fcad6,Cross-layer multipath approach for critical traffic in duty-cycled wireless sensor networks,,brain,,https://doi.org/10.1016/j.jnca.2021.103154,2024-09-26 10:46:36,2024-09-26 10:46:36,2021-10-01
9d6b3dae-24a2-4031-931a-99f3914c8d78,Acceptance of Automated Road Transport Systems (ARTS): An Adaptation of the UTAUT Model,,brain,,https://doi.org/10.1016/j.trpro.2016.05.237,2024-09-26 10:46:36,2024-09-26 10:46:36,2016-06-27
9da0f93b-7190-4cfa-8f84-f6ff972950bf,First 18650-Format Na-ion Cells Aging Investigation: A Degradation Mechanism Study,,brain,,https://www.researchgate.net/publication/359078973_First_18650-format_Na-ion_cells_aging_investigation_A_degradation_mechanism_study,2024-09-26 10:46:36,2024-09-26 10:46:36,2022-05-01
a4988927-a663-4dfc-9f7c-2f0f7ac22d82,Vision-based vehicle detection for road traffic congestion classification,,brain,,https://doi.org/10.1002/cpe.5983,2024-09-26 10:46:36,2024-09-26 10:46:36,2020-09-09
a6732dc9-2b31-4e41-bcd9-ad3dd86d7533,Multi-connectivity for 5g networks and beyond: A survey,,brain,,https://doi.org/10.3390/s22197591,2024-09-26 10:46:36,2024-09-26 10:46:36,2022-10-07
acbd920a-1bd6-482d-b337-398e76065df8,From Relay Attacks to Distance-Bounding Protocols. Security of Ubiquitous Computing Systems,,brain,,https://doi.org/10.1007/978-3-030-10591-4_7,2024-09-26 10:46:36,2024-09-26 10:46:36,2021-01-05
acd04d6f-aae2-4d21-9c79-401cf28f1500,Transient detection of rotor asymmetries in squirrel-cage induction motors using a model-based tacholess order tracking,,brain,,https://doi.org/10.3390/s22093371,2024-09-26 10:46:36,2024-09-26 10:46:36,2022-04-28
ad88dbfd-4649-4f36-b1ed-4a7be0bf1a44,Analysis and Forecasting of International Airport Traffic Volume,,brain,,https://doi.org/10.3390/math11061483,2024-09-26 10:46:36,2024-09-26 10:46:36,2023-03-17
